Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
1521;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.129.310;AYUDANTE TIC;16;08/08/2020;;01/03/2022;
1522;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.574.910;AYUDANTE TIC;16;22/05/2020;;19/12/2022;
1523;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.756.210;AUXILIAR GESTION;16;25/12/2020;;18/11/2022;
1524;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.377.210;AUXILIAR GESTION;16;16/02/2021;;24/02/2023;
1525;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.376.610;AUXILIAR GESTION;16;16/02/2022;;20/08/2022;
1526;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.582.010;AYUDANTE TIC;16;03/10/2020;;13/01/2023;
1527;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.380.510;AYUDANTE TIC;16;17/10/2020;12/01/2024;21/07/2022;04/03/2023
1528;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;62.610;AYUDANTE TIC;16;30/07/2020;;26/04/2022;
1529;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.953.710;AYUDANTE TIC;15;10/08/2021;;08/04/2022;
1530;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.576.210;AYUDANTE TIC;16;24/05/2021;;09/04/2022;
1531;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.576.310;AYUDANTE TIC;16;09/03/2022;;20/01/2023;
1532;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.374.610;AUXILIAR GESTION;16;18/07/2021;;13/09/2022;
1533;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.144.610;AYUDANTE TIC;16;03/12/2021;;30/12/2022;
1534;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.669.210;AYUDANTE TIC;16;27/05/2021;;28/09/2022;
1535;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.481.920;AYUDANTE TIC;18;14/08/2022;;22/11/2022;
1536;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.579.210;AYUDANTE TIC;16;16/06/2020;;18/10/2022;
1537;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.584.410;AYUDANTE TIC;16;06/02/2022;;19/08/2022;
1538;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.366.910;AYUDANTE TIC;18;19/08/2021;;19/11/2022;
1539;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.596.410;AYUDANTE TIC;16;23/08/2020;;01/07/2022;
1540;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.133.410;AYUDANTE TIC;16;01/11/2021;;23/04/2022;
1541;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.380.310;AYUDANTE TIC;18;05/12/2020;;01/11/2022;
1542;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.324.110;UN. APOYO;18;04/03/2020;;30/09/2022;
1543;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.376.810;AUXILIAR GESTION;16;18/07/2022;24/06/2023;30/09/2022;25/11/2022
1544;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;810.110;AYUDANTE TIC;16;16/10/2022;;14/03/2023;
1545;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.366.410;AYUDANTE TIC;18;18/06/2022;;17/06/2023;
1546;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.482.920;AYUDANTE TIC;16;23/12/2020;;11/12/2022;
1547;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.483.220;AYUDANTE TIC;16;31/01/2021;;25/04/2023;
1548;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.692.510;AYUDANTE TIC;16;04/04/2020;;28/01/2023;
1549;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.366.310;AYUDANTE TIC;18;19/12/2020;;30/12/2022;
1550;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;824.010;AYUDANTE TIC;16;12/08/2020;;03/06/2021;
1551;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.468.620;AYUDANTE TIC;18;18/09/2022;;19/11/2022;
1552;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.310;AYUDANTE TIC;16;26/01/2020;;14/02/2023;
1553;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.920;AUXILIAR TIC;14;13/02/2022;;17/03/2022;
1554;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.210;AUXILIAR GESTION;16;28/05/2020;;21/04/2023;
1555;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.453.410;AUXILIAR ADMINISTRATIVO/A;14;21/12/2020;;13/11/2021;
1556;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.582.110;AYUDANTE TIC;16;15/06/2022;;16/04/2023;
1557;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.005.210;AYUDANTE TIC;16;25/08/2020;;15/12/2022;
1558;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;467.410;AYUDANTE TIC;16;25/02/2022;;24/06/2023;
1559;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.668.910;UN. TRAMITACION;18;15/02/2020;;05/10/2022;
1560;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.010;AUXILIAR GESTION;16;28/11/2020;;30/09/2021;
1561;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.471.020;ESPECIALISTA DIGITAL;20;13/05/2020;;04/06/2023;
1562;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.420;ESPECIALISTA DIGITAL;20;19/08/2022;;17/03/2023;
1563;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.720;ESPECIALISTA DIGITAL;20;09/07/2021;;23/10/2022;
1564;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.793.810;ESPECIALISTA DIGITAL;20;19/01/2022;;03/11/2022;09/12/2023
1565;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.920;ESPECIALISTA DIGITAL;20;06/01/2021;;26/05/2023;
1566;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.080.310;ESPECIALISTA DIGITAL;20;16/11/2020;;10/06/2023;
1567;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.329.610;ESPECIALISTA DIGITAL;20;30/01/2021;;23/02/2023;
1568;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.611.710;ESPECIALISTA DIGITAL;20;11/02/2020;;20/12/2022;
1569;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.020;ESPECIALISTA DIGITAL;20;06/08/2020;;25/03/2023;
1570;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.771.710;ESPECIALISTA DIGITAL;20;23/07/2020;;28/11/2022;
1571;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.339.310;ESPECIALISTA DIGITAL;20;19/03/2020;;11/06/2023;
1572;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.251.010;ESPECIALISTA DIGITAL;20;23/11/2021;;18/05/2023;
1573;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.471.620;ESPECIALISTA DIGITAL;20;28/01/2020;;17/06/2023;
1574;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.720;ESPECIALISTA DIGITAL;20;12/11/2022;;22/04/2023;
1575;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.920;ESPECIALISTA DIGITAL;20;03/06/2020;;02/01/2023;
1576;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.445.110;AUXILIAR GESTION;16;27/07/2022;;05/11/2022;
1577;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.375.310;AUXILIAR GESTION;16;20/07/2022;;11/11/2022;
1578;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.033.010;ESPECIALISTA DIGITAL;20;26/08/2021;;25/04/2023;
1579;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.301.110;ESPECIALISTA DIGITAL;20;26/03/2020;;14/05/2023;
1580;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.793.910;AYUDANTE TIC;16;13/02/2020;;09/05/2020;
1581;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;17.144.010;AYUDANTE TIC;16;18/12/2022;;19/06/2023;
1582;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.369.810;AYUDANTE TIC;18;31/05/2022;;11/02/2023;
1583;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.162.110;OPERADOR/A DE ORDENADOR;0;03/03/2020;;04/02/2023;
1584;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.471.120;ESPECIALISTA DIGITAL;20;12/11/2022;;17/05/2023;
1585;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.200.410;ESPECIALISTA DIGITAL;20;07/08/2020;;26/03/2023;
1586;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.471.720;ESPECIALISTA DIGITAL;20;30/03/2022;;12/11/2022;
1587;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.820;ESPECIALISTA DIGITAL;20;05/01/2021;;08/10/2022;
1588;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.297.310;ESPECIALISTA DIGITAL;20;27/07/2021;;03/01/2023;
1589;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.482.120;UN. GESTION;18;21/11/2020;;20/08/2022;
1590;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.810;AUXILIAR GESTION;16;06/12/2022;;23/09/2023;
1591;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.294.410;ESPECIALISTA DIGITAL;20;11/08/2022;;17/03/2023;
1592;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.485.320;ESPECIALISTA DIGITAL;20;05/07/2020;;27/11/2022;
1593;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.728.510;ESPECIALISTA DIGITAL;22;01/01/2020;;21/05/2023;
1594;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.484.620;ESPECIALISTA DIGITAL;20;15/05/2020;;14/09/2020;
1595;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.484.520;ESPECIALISTA DIGITAL;20;29/11/2020;;07/11/2021;
1596;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.855.910;ESPECIALISTA DIGITAL;20;14/04/2021;;19/03/2022;
1597;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.520;ESPECIALISTA DIGITAL;20;03/02/2020;;09/09/2020;
1598;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.620;ESPECIALISTA DIGITAL;20;07/10/2020;;20/11/2021;
1599;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.485.420;ESPECIALISTA DIGITAL;20;18/10/2022;;24/04/2023;
1600;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.820;ESPECIALISTA DIGITAL;20;20/12/2022;;29/04/2023;
1601;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.189.110;ESPECIALISTA DIGITAL;20;09/07/2022;;04/12/2022;
1602;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.375.910;AUXILIAR GESTION;16;13/03/2020;;16/05/2023;
1603;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.576.410;AYUDANTE TIC;16;29/04/2020;;30/07/2022;
1604;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.685.110;AYUDANTE TIC;16;25/09/2021;;01/01/2023;
1605;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.576.510;AYUDANTE TIC;16;06/05/2020;;14/11/2022;
1606;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.610;AYUDANTE TIC;16;05/10/2020;;02/10/2022;
1607;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.080.410;AYUDANTE TIC;16;22/03/2021;;08/05/2023;
1608;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.380.210;AYUDANTE TIC;18;07/05/2020;;15/01/2023;
1609;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.830.310;AYUDANTE TIC;16;02/02/2021;;05/03/2021;
1610;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;473.510;AYUDANTE TIC;16;16/06/2021;;27/12/2021;
1611;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.830.810;AYUDANTE TIC;16;12/11/2021;;09/06/2022;
1612;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.810;AYUDANTE TIC;16;06/12/2022;;14/01/2023;
1613;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.392.110;AYUDANTE TIC;18;02/11/2021;;28/04/2023;
1614;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.920;UN. GESTION;18;31/08/2021;01/08/2023;12/10/2022;01/03/2023
1615;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.376.210;AUXILIAR GESTION;16;28/05/2021;;29/09/2021;15/06/2022
1616;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.393.210;AYUDANTE TIC;18;17/10/2021;;16/09/2022;
1617;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.584.210;AYUDANTE TIC;16;13/06/2021;;06/08/2022;
1618;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.482.020;AYUDANTE TIC;18;13/11/2021;;19/12/2022;
1619;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.410;AYUDANTE TIC;16;24/05/2021;;02/05/2022;
1620;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.910;AYUDANTE TIC;16;08/03/2022;;23/01/2023;
1621;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.020;AUXILIAR TIC;14;09/01/2020;;14/02/2023;
1622;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.020;UN. APOYO;18;03/09/2021;;13/05/2023;
1623;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.410;AUXILIAR GESTION;16;15/11/2020;;06/10/2022;
1624;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.679.910;UN. TRAMITACION;18;08/09/2020;;26/02/2023;
1625;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.110;AUXILIAR GESTION;16;24/12/2022;;28/04/2023;
1626;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.409.710;CONSEJERO/A TECNICO/A;28;25/03/2020;;19/09/2021;
1627;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;20.305.110;ASESOROA TOCNICA;27;20/01/2022;;23/08/2022;
1628;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;16.854.010;CONSEJERIA TECNICA;27;27/02/2021;;28/12/2021;
1629;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;20.496.810;CONSEJERIA TECNICA;27;06/07/2022;;05/12/2022;
1630;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.374.810;AUXILIAR GESTION;16;26/04/2022;;27/05/2023;
1631;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.377.310;AUXILIAR GESTION;16;05/09/2022;;19/01/2023;
1632;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.886.210;AYUDANTE TIC;16;17/06/2021;12/03/2025;21/12/2022;19/02/2025
1633;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;563.110;AYUDANTE TIC;16;16/03/2021;;07/04/2023;
1634;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.368.410;AYUDANTE TIC;18;05/05/2020;;29/01/2023;
1635;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.579.010;AYUDANTE TIC;16;28/12/2022;;13/08/2023;
1636;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.393.910;AYUDANTE TIC;16;07/12/2020;;24/03/2022;
1637;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.367.010;AYUDANTE TIC;18;28/01/2020;;30/08/2022;
1638;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.040.710;AYUDANTE TIC;16;26/11/2020;;31/12/2021;
1639;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.483.320;AYUDANTE TIC;16;23/05/2020;;04/07/2021;
1640;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.483.120;AYUDANTE TIC;16;13/05/2021;;01/09/2021;
1641;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;103.410;AYUDANTE TIC;16;18/04/2020;;25/03/2021;
1642;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.978.210;AYUDANTE TIC;16;24/02/2020;;04/12/2020;
1643;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.058.110;AYUDANTE TIC;16;08/01/2020;;09/08/2020;
1644;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.377.510;AUXILIAR GESTION;16;16/10/2021;;21/10/2021;
1645;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.377.410;AUXILIAR GESTION;16;29/03/2020;;23/02/2021;
1646;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.374.510;AUXILIAR GESTION;16;24/04/2020;;01/09/2020;
1647;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.452.310;AUXILIAR GESTION;16;13/07/2022;;28/04/2023;
1648;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.910;AUXILIAR GESTION;16;24/09/2020;;24/12/2020;
1649;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.307.310;UN. APOYO;18;09/05/2022;;04/12/2022;
1650;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.310;AUXILIAR GESTION;16;25/10/2021;;27/12/2022;
1651;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.271.410;AUXILIAR GESTION;16;25/02/2020;;08/12/2022;
1652;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.468.520;AYUDANTE TIC;18;18/07/2022;;18/11/2022;
1653;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.574.810;AYUDANTE TIC;16;14/02/2020;;15/12/2022;
1654;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.465.120;AYUDANTE TIC;16;15/03/2022;;19/04/2023;
1655;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.510;AYUDANTE TIC;16;27/10/2022;;22/11/2022;
1656;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.910;AYUDANTE TIC;16;11/02/2021;;28/08/2022;
1657;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.320;AYUDANTE TIC;16;10/03/2022;;09/05/2023;26/12/2025
1658;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.020;AYUDANTE TIC;16;14/11/2021;;26/10/2022;
1659;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.710;AYUDANTE TIC;18;15/11/2020;;25/04/2023;
1660;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.120;ESPECIALISTA DIGITAL;20;09/08/2020;;21/04/2023;
1661;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;202.510;ESPECIALISTA DIGITAL;20;07/11/2022;;14/03/2023;
1662;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.320;ESPECIALISTA DIGITAL;20;31/05/2022;;08/02/2023;
1663;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.810;ESPECIALISTA DIGITAL;22;16/08/2021;;28/07/2022;
1664;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.520;ESPECIALISTA DIGITAL;20;15/11/2022;;24/08/2023;
1665;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.020;ESPECIALISTA DIGITAL;20;21/12/2021;;21/08/2022;
1666;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.820;ESPECIALISTA DIGITAL;20;24/01/2020;;03/10/2021;
1667;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.495.210;ESPECIALISTA DIGITAL;20;27/03/2020;;07/06/2022;
1668;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.820;ESPECIALISTA DIGITAL;20;03/07/2020;;21/04/2022;
1669;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.478.920;ESPECIALISTA DIGITAL;20;19/07/2021;;19/07/2022;
1670;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.820;ESPECIALISTA DIGITAL;20;08/08/2020;;28/04/2022;05/08/2023
