Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
1667;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.495.210;ESPECIALISTA DIGITAL;20;14/04/2025;;24/03/2025;
1668;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.820;ESPECIALISTA DIGITAL;20;16/01/2022;;05/02/2022;04/08/2023
1669;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.478.920;ESPECIALISTA DIGITAL;20;09/05/2024;;02/11/2024;
1670;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.820;ESPECIALISTA DIGITAL;20;21/10/2023;;15/02/2022;
1671;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.475.620;ESPECIALISTA DIGITAL;20;04/01/2023;07/04/2024;28/12/2025;
1672;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.020;ESPECIALISTA DIGITAL;20;17/12/2022;;06/05/2025;
1673;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;5.433.120;ESPECIALISTA DIGITAL;20;26/09/2023;;25/04/2020;
1674;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.444.510;ESPECIALISTA DIGITAL;22;28/01/2025;17/02/2025;11/06/2025;
1675;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.655.610;ESPECIALISTA DIGITAL;20;03/06/2025;22/07/2025;03/01/2025;
1676;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.520;ESPECIALISTA DIGITAL;20;20/05/2021;;09/11/2024;
1677;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.120;ESPECIALISTA DIGITAL;20;22/07/2025;09/11/2025;26/07/2021;19/10/2024
1678;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.120;ESPECIALISTA DIGITAL;20;28/07/2021;;11/12/2023;19/11/2024
1679;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;5.323.320;ESPECIALISTA DIGITAL;20;30/03/2023;22/04/2025;17/02/2025;18/07/2025
1680;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.503.510;ESPECIALISTA DIGITAL;22;09/02/2022;;17/10/2022;
1681;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.467.620;ESPECIALISTA DIGITAL;20;29/07/2020;;14/10/2025;
1682;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.320;ESPECIALISTA DIGITAL;20;25/07/2024;23/11/2025;28/06/2022;
1683;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.449.010;ESPECIALISTA DIGITAL;20;16/01/2025;21/06/2025;04/10/2022;
1684;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.220;ESPECIALISTA DIGITAL;20;29/03/2023;;12/12/2021;
1685;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.450.920;ESPECIALISTA DIGITAL;20;22/10/2024;;09/04/2021;
1686;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.443.010;ESPECIALISTA DIGITAL;22;18/01/2025;;19/06/2024;
1687;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.020;ESPECIALISTA DIGITAL;20;06/01/2024;;03/11/2020;
1688;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.320;ESPECIALISTA DIGITAL;20;13/11/2022;;05/10/2021;
1689;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.220;ESPECIALISTA DIGITAL;20;12/08/2023;24/10/2023;02/12/2020;
1690;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.452.120;ESPECIALISTA DIGITAL;20;07/08/2024;28/07/2025;02/09/2025;18/09/2025
1691;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.460.720;ESPECIALISTA DIGITAL;20;24/01/2024;14/06/2025;03/07/2021;
1692;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.460.820;ESPECIALISTA DIGITAL;20;04/10/2020;10/07/2025;20/11/2023;
1693;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.520;ESPECIALISTA DIGITAL;20;28/12/2020;06/04/2024;14/06/2022;
1694;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.320;ESPECIALISTA DIGITAL;20;09/02/2023;;27/06/2020;
1695;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.359.710;ESPECIALISTA DIGITAL;22;10/09/2025;15/09/2025;06/02/2023;07/04/2023
1696;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.268.010;ESPECIALISTA DIGITAL;20;04/02/2025;;11/08/2024;
1697;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.147.010;ESPECIALISTA DIGITAL;22;06/01/2022;;07/04/2020;
1698;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.720;ESPECIALISTA DIGITAL;20;25/05/2023;;08/10/2020;
1699;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.020;ESPECIALISTA DIGITAL;20;14/05/2023;06/07/2025;08/06/2023;
1700;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.063.710;ESPECIALISTA DIGITAL;22;21/10/2021;11/06/2023;01/04/2025;
1701;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.320;ESPECIALISTA DIGITAL;22;02/01/2024;16/05/2024;09/03/2022;
1702;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.420;ESPECIALISTA DIGITAL;20;11/05/2023;;13/09/2025;
1703;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.496.020;ESPECIALISTA DIGITAL;20;08/05/2024;10/01/2025;01/05/2020;
1704;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.920;ESPECIALISTA DIGITAL;20;30/01/2022;;16/10/2021;
1705;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.496.120;ESPECIALISTA DIGITAL;20;15/04/2025;;22/12/2022;13/01/2023
1706;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.820;ESPECIALISTA DIGITAL;20;19/03/2025;11/05/2025;29/11/2023;
1707;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.720;ESPECIALISTA DIGITAL;20;12/10/2021;28/08/2022;01/03/2022;
1708;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.945.210;ESPECIALISTA DIGITAL;20;02/01/2021;13/06/2022;02/07/2023;
1709;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.620;ESPECIALISTA DIGITAL;20;05/11/2022;;05/05/2024;
1710;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.420;ESPECIALISTA DIGITAL;20;15/03/2020;10/01/2025;12/01/2023;
1711;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.057.810;ESPECIALISTA DIGITAL;20;18/01/2026;;12/07/2021;03/07/2025
1712;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.995.810;ESPECIALISTA DIGITAL;20;13/09/2020;;04/07/2023;25/01/2024
1713;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.442.910;ESPECIALISTA DIGITAL;22;05/12/2024;10/12/2024;02/12/2021;
1714;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.220;ESPECIALISTA DIGITAL;20;05/06/2021;26/12/2025;25/12/2024;
1715;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.720;ESPECIALISTA DIGITAL;20;04/01/2020;03/12/2022;09/06/2022;
1716;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.620;ESPECIALISTA DIGITAL;20;27/02/2022;;13/10/2021;
1717;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.335.910;ESPECIALISTA DIGITAL;20;26/04/2022;;22/09/2021;
1718;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.510;ESPECIALISTA DIGITAL;22;07/04/2021;;17/05/2025;18/01/2026
1719;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;90.610;ESPECIALISTA DIGITAL;20;26/01/2022;07/09/2022;19/07/2023;
1720;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.410;ESPECIALISTA DIGITAL;22;07/08/2022;05/12/2025;26/11/2020;
1721;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.620;ESPECIALISTA DIGITAL;20;11/07/2021;;20/09/2024;10/11/2024
1722;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.855.310;ESPECIALISTA DIGITAL;20;25/03/2022;;01/06/2024;01/05/2025
1723;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.720;ESPECIALISTA DIGITAL;20;08/11/2023;17/09/2024;30/08/2023;
1724;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.110;ESPECIALISTA DIGITAL;22;16/01/2020;;11/10/2023;
1725;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.481.720;ESPECIALISTA DIGITAL;20;05/04/2021;24/01/2023;25/01/2020;
1726;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.361.510;ESPECIALISTA DIGITAL;22;23/03/2024;;16/04/2025;03/08/2025
1727;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.482.420;ESPECIALISTA DIGITAL;20;08/10/2024;11/10/2024;01/06/2024;30/05/2025
1728;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.719.510;ESPECIALISTA DIGITAL;20;08/04/2022;21/01/2025;14/01/2025;
1729;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.520;ESPECIALISTA DIGITAL;20;05/06/2024;;03/10/2020;
1730;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.620;ESPECIALISTA DIGITAL;20;03/06/2025;;11/02/2023;
1731;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.620;ESPECIALISTA DIGITAL;20;16/06/2022;;13/04/2023;
1732;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.920;ESPECIALISTA DIGITAL;20;23/05/2025;;12/10/2024;
1733;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.034.110;ESPECIALISTA DIGITAL;20;03/03/2022;;09/04/2020;
1734;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.361.710;ESPECIALISTA DIGITAL;22;16/03/2025;;06/09/2022;
1735;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.430.410;AUXILIAR GESTION;16;08/08/2024;13/01/2026;16/04/2021;
1736;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.586.710;ESPECIALISTA DIGITAL;22;09/06/2024;06/05/2025;18/05/2021;
1737;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.720;ESPECIALISTA DIGITAL;20;26/05/2020;;24/08/2020;
1738;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.620;ESPECIALISTA DIGITAL;20;31/08/2024;;06/08/2022;
1739;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;5.323.220;ESPECIALISTA DIGITAL;20;19/01/2021;26/02/2024;02/02/2026;14/02/2026
1740;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.495.820;ESPECIALISTA DIGITAL;20;23/01/2022;21/09/2024;07/08/2022;22/10/2023
1741;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.123.710;ESPECIALISTA DIGITAL;20;25/04/2025;18/11/2025;06/10/2025;
1742;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.429.810;AUXILIAR GESTION;16;05/11/2022;16/09/2023;23/08/2022;
1743;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.452.210;AUXILIAR GESTION;16;14/02/2025;;08/01/2026;
1744;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.120;ESPECIALISTA DIGITAL;20;27/12/2023;;30/12/2025;
1745;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.420;ESPECIALISTA DIGITAL;20;02/11/2021;26/02/2023;30/12/2023;
1746;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.920;ESPECIALISTA DIGITAL;20;12/03/2025;;28/08/2025;
1747;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.320;ESPECIALISTA DIGITAL;20;09/06/2020;;20/10/2022;
1748;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.420;ESPECIALISTA DIGITAL;20;06/09/2023;;20/11/2021;
1749;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.481.820;ESPECIALISTA DIGITAL;20;07/01/2021;27/05/2021;07/03/2020;
1750;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.910;ESPECIALISTA DIGITAL;22;06/04/2023;09/09/2025;10/07/2025;
1751;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.361.310;ESPECIALISTA DIGITAL;22;22/10/2020;;04/06/2025;
1752;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.464.620;ESPECIALISTA DIGITAL;20;21/01/2021;06/06/2023;04/03/2025;
1753;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.113.910;ESPECIALISTA DIGITAL;20;26/12/2025;;17/06/2020;
1754;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.820;ESPECIALISTA DIGITAL;20;30/04/2022;12/04/2023;17/09/2020;
1755;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.520;ESPECIALISTA DIGITAL;20;17/04/2024;02/12/2025;26/03/2025;
1756;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.620;ESPECIALISTA DIGITAL;20;22/09/2022;19/09/2023;25/04/2020;
1757;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.370.010;ESPECIALISTA DIGITAL;22;30/01/2021;;20/08/2021;
1758;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.120;ESPECIALISTA DIGITAL;20;07/02/2026;13/02/2026;09/12/2024;
1759;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.720;ESPECIALISTA DIGITAL;20;30/12/2020;25/02/2023;09/03/2024;
1760;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.461.920;ESPECIALISTA DIGITAL;20;18/02/2025;19/11/2025;04/08/2020;
1761;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.450.820;ESPECIALISTA DIGITAL;20;22/11/2024;;10/02/2025;
1762;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.220;ESPECIALISTA DIGITAL;20;07/02/2022;30/08/2025;14/01/2026;
1763;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.920;ESPECIALISTA DIGITAL;20;28/05/2022;;20/08/2024;14/12/2024
1764;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.152.710;ESPECIALISTA DIGITAL;20;24/11/2024;;01/05/2025;
1765;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.475.420;ESPECIALISTA DIGITAL;20;08/12/2022;30/05/2025;07/09/2025;
1766;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.720;ESPECIALISTA DIGITAL;20;29/11/2024;31/12/2025;03/07/2020;
1767;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.420;ESPECIALISTA DIGITAL;20;24/10/2022;03/07/2024;11/07/2022;
1768;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.620;ESPECIALISTA DIGITAL;20;12/06/2023;;08/07/2022;
1769;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.460.020;ESPECIALISTA DIGITAL;20;29/03/2021;;02/01/2025;
1770;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;202.610;ESPECIALISTA DIGITAL;20;16/03/2020;30/09/2023;30/12/2025;
1771;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;44.010;ESPECIALISTA DIGITAL;20;07/03/2020;;29/11/2021;
1772;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.446.920;ESPECIALISTA DIGITAL;20;19/12/2020;;28/06/2020;
1773;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.467.520;ESPECIALISTA DIGITAL;20;11/04/2023;;28/12/2023;
1774;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.468.120;ESPECIALISTA DIGITAL;20;19/10/2023;23/05/2025;22/07/2020;
1775;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.620;ESPECIALISTA DIGITAL;22;27/09/2022;;25/09/2022;
1776;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.129.210;ESPECIALISTA DIGITAL;20;22/01/2023;28/12/2025;20/04/2022;
1777;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.360.610;ESPECIALISTA DIGITAL;22;02/04/2020;22/02/2022;23/09/2021;
1778;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.520;ESPECIALISTA DIGITAL;22;07/06/2022;27/08/2024;22/03/2020;
1779;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.463.220;ESPECIALISTA DIGITAL;20;18/11/2023;24/11/2023;19/02/2025;
1780;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.482.320;ESPECIALISTA DIGITAL;20;01/07/2023;03/03/2024;24/09/2024;
1781;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.822.110;ESPECIALISTA DIGITAL;22;11/03/2025;;04/07/2024;31/10/2024
1782;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.048.410;ESPECIALISTA DIGITAL;20;07/04/2024;;18/02/2023;
1783;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.296.010;AYUDANTE TIC;16;26/05/2020;19/04/2023;05/04/2023;
1784;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.393.310;AYUDANTE TIC;18;18/03/2025;;14/01/2022;
1785;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.046.410;AYUDANTE TIC;18;07/08/2020;;12/06/2024;21/12/2025
1786;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.366.610;AYUDANTE TIC;18;09/12/2020;01/08/2025;04/04/2022;
1787;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.220;AYUDANTE TIC;18;20/07/2024;28/10/2024;17/12/2022;
1788;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.295.810;AYUDANTE TIC;16;14/11/2022;11/03/2024;07/05/2020;
1789;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.366.510;AYUDANTE TIC;18;03/11/2023;08/04/2025;18/09/2024;25/08/2025
1790;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.710;AYUDANTE TIC;16;02/06/2020;;23/09/2021;
1791;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.575.910;AYUDANTE TIC;16;21/11/2025;;13/10/2020;
1792;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.071.810;AYUDANTE TIC;16;31/05/2020;09/12/2022;01/07/2024;
1793;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.583.210;AYUDANTE TIC;16;29/03/2023;;27/01/2025;
1794;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.575.310;AYUDANTE TIC;16;22/08/2020;10/03/2023;26/05/2025;
1795;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.420;ESPECIALISTA DIGITAL;20;27/08/2021;;04/11/2020;
1796;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.620;ESPECIALISTA DIGITAL;20;09/01/2023;08/04/2023;01/02/2025;
1797;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.320;ESPECIALISTA DIGITAL;20;25/06/2022;21/01/2024;06/06/2025;08/01/2026
1798;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.470.520;ESPECIALISTA DIGITAL;20;20/03/2021;29/02/2024;28/12/2025;
1799;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.052.810;ESPECIALISTA DIGITAL;20;29/07/2021;01/10/2025;01/04/2021;
1800;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.582.710;ESPECIALISTA DIGITAL;20;15/07/2024;;11/12/2024;
1801;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.462.420;ESPECIALISTA DIGITAL;20;07/10/2023;;11/04/2021;
1802;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.053.910;NG. TRAMITACION;18;08/08/2020;;27/09/2024;
1803;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.320;ESPECIALISTA DIGITAL;20;13/10/2023;12/07/2025;21/04/2020;30/11/2022
1804;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.668.210;ESPECIALISTA DIGITAL;20;05/03/2022;06/11/2024;11/09/2021;
1805;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.451.120;ESPECIALISTA DIGITAL;20;08/05/2025;;31/01/2022;
1806;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.026.310;ESPECIALISTA DIGITAL;20;14/08/2024;30/09/2025;11/12/2021;
1807;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.330.210;ESPECIALISTA DIGITAL;20;15/11/2025;;22/06/2022;13/10/2023
